Timestamp,Lx,Ly,Lz,LqX,LqY,LqZ,LqW,Rx,Ry,Rz,RqX,RqY,RqZ,RqWGx,Gy,Gz,Glx,Gly,Glz,Gf,Lpd,Rpd
9301,0.06496945,-0.381808,0.2055979,-0.05945203,0.149136,-0.02711585,0.9866553,0.4333128,-0.3814678,0.3028526,-0.003485701,0.3595237,-0.0387996,0.9323224,0.02203056,0.04038644,-0.07712173,0.6290649,-0.5445449,0.5547506,0.5674573,4.191524,4.216815
9328,0.06498328,-0.3817116,0.2057028,-0.0601937,0.1495719,-0.02714412,0.9865436,0.4331774,-0.3813903,0.303133,-0.003589709,0.3599648,-0.04046014,0.9320813,0.02182773,0.04045451,-0.07706642,0.6291333,-0.5428343,0.5563471,0.570326,4.190044,4.210337
9371,0.06510058,-0.3816147,0.2056408,-0.05979797,0.1496126,-0.02644241,0.9865805,0.4328825,-0.3813167,0.3031569,-0.003280853,0.3596785,-0.03859423,0.932272,0.02160349,0.04052508,-0.07715511,0.6293494,-0.5415608,0.5573431,0.5742527,4.185103,4.210134
9382,0.06505194,-0.3815689,0.2056923,-0.05970005,0.1495277,-0.02652461,0.9865971,0.4326762,-0.3813012,0.3032684,-0.00330599,0.359196,-0.0388011,0.9324494,0.02152839,0.04056871,-0.07717514,0.6295654,-0.5409389,0.557703,0.5758098,4.182428,4.211942
9405,0.06509772,-0.3814687,0.2056408,-0.05990095,0.1495372,-0.02679375,0.9865762,0.432506,-0.38126,0.3033543,-0.003740475,0.3588049,-0.04049279,0.9325264,0.02140212,0.04063857,-0.07723236,0.6294417,-0.5407771,0.5579993,0.5787616,4.18062,4.170686
9427,0.06520143,-0.3812249,0.2054319,-0.06072053,0.1497294,-0.02616117,0.986514,0.4324674,-0.3812218,0.3033915,-0.003722871,0.3585997,-0.04181045,0.9325472,0.02123258,0.04071689,-0.0772419,0.6292648,-0.5401435,0.558812,0.5812756,4.175244,4.174863
9460,0.06539622,-0.3811027,0.2052536,-0.06152722,0.1503438,-0.02749491,0.9863342,0.4324864,-0.3811011,0.3032866,-0.003491294,0.3587869,-0.03993224,0.9325584,0.02101058,0.04085231,-0.07721329,0.6288041,-0.5395453,0.5599073,0.5817434,4.156382,4.167559
9485,0.06507483,-0.3812777,0.2054844,-0.06034601,0.1500906,-0.02695764,0.9864606,0.4322187,-0.3808844,0.3036289,-0.003433925,0.3587474,-0.03859443,0.9326302,0.02074793,0.04096603,-0.07713604,0.6284869,-0.5399377,0.5598853,0.581495,4.140685,4.117638
9506,0.06489149,-0.3814731,0.2055483,-0.05961286,0.1499446,-0.02623725,0.9865468,0.4321603,-0.3807467,0.3036299,-0.003726667,0.3582741,-0.03951059,0.9327726,0.02051932,0.04099178,-0.07711411,0.6278437,-0.5403211,0.5602369,0.5812318,4.129315,4.107185
9528,0.06478801,-0.3814487,0.2054892,-0.059894,0.1495756,-0.02655478,0.9865773,0.4323172,-0.380299,0.3035078,-0.004486524,0.3585458,-0.04074399,0.9326118,0.02024958,0.04106867,-0.077075,0.6272405,-0.5406164,0.5606276,0.5796933,4.101142,4.100751
9550,0.06470433,-0.381349,0.2053118,-0.06110929,0.1493787,-0.02747999,0.9865072,0.4323741,-0.380157,0.3035021,-0.004111442,0.3589398,-0.03970576,0.9325067,0.01994017,0.04114628,-0.07706261,0.6267594,-0.5409014,0.5608906,0.5776314,4.081145,4.068296
9585,0.06443205,-0.3815064,0.2054291,-0.0601639,0.1495787,-0.02600132,0.9865751,0.4326765,-0.3793859,0.303545,-0.005159862,0.3588707,-0.04078586,0.9324815,0.01952863,0.04143023,-0.07693672,0.6260036,-0.5413492,0.5613023,0.5703372,4.036152,3.987312
9607,0.06436101,-0.3817781,0.205327,-0.05928577,0.1499023,-0.02585578,0.986583,0.4330949,-0.3788579,0.3033276,-0.006231056,0.3598686,-0.04099198,0.9320812,0.01932019,0.04167223,-0.07693958,0.6261107,-0.5411716,0.5613543,0.5636014,4.005296,3.949475
9631,0.06435242,-0.38188,0.2052431,-0.05947164,0.1497252,-0.02647471,0.9865823,0.4334385,-0.378422,0.3032656,-0.005835235,0.3601627,-0.03994029,0.9320159,0.01913992,0.0418998,-0.07695198,0.6263115,-0.5401235,0.5621393,0.5579935,3.986779,3.907556
9650,0.0643765,-0.3819182,0.2053442,-0.05982262,0.1496328,-0.02674617,0.9865678,0.4338049,-0.3780919,0.3033953,-0.005944044,0.3599679,-0.03992223,0.9320912,0.01906183,0.04210997,-0.07691956,0.6263223,-0.5393722,0.5628482,0.5509742,3.954548,3.867294
9680,0.06424394,-0.3819923,0.2052011,-0.06036685,0.149483,-0.02714305,0.9865465,0.4341477,-0.3777136,0.3034916,-0.007132298,0.3599217,-0.04052225,0.9320748,0.01882502,0.04258847,-0.07687473,0.626835,-0.5375557,0.564014,0.5400794,3.909973,3.848093
9702,0.06390777,-0.3820271,0.2052746,-0.05999413,0.1491004,-0.02720329,0.9866255,0.4339127,-0.3776507,0.3035698,-0.006817044,0.3593299,-0.03900641,0.9323701,0.01864007,0.04297543,-0.07690907,0.6278837,-0.5348669,0.5654022,0.5343398,3.885137,3.833411
9725,0.06366578,-0.3820659,0.2054243,-0.05955152,0.1486976,-0.02649369,0.9867324,0.4337484,-0.3777293,0.3041172,-0.005628265,0.3578993,-0.03926003,0.9329175,0.01851374,0.04334724,-0.07691097,0.6292657,-0.5319621,0.5666049,0.5294203,3.858603,3.810619
9758,0.06352392,-0.3820946,0.2054291,-0.0600787,0.148693,-0.0264749,0.9867016,0.4341401,-0.3780836,0.3043871,-0.004640652,0.35871,-0.03983288,0.9325873,0.0183652,0.04387987,-0.07692051,0.6304663,-0.5303539,0.5667777,0.5181212,3.828793,3.75384
9794,0.0633916,-0.3819379,0.2053509,-0.06068007,0.1484292,-0.02627596,0.9867098,0.4345705,-0.3781617,0.305172,-0.002896724,0.3581546,-0.0376515,0.9328983,0.01821026,0.04453194,-0.07694626,0.6310564,-0.529254,0.567149,0.5115119,3.803926,3.730218
9817,0.0632247,-0.3818203,0.2053947,-0.06015884,0.1481207,-0.02560303,0.9868058,0.4347481,-0.3779371,0.3055916,-0.003273239,0.3585805,-0.03778586,0.932728,0.0181092,0.04515362,-0.07681561,0.6295961,-0.5209344,0.5763993,0.5026174,3.788674,3.725019
9839,0.06305352,-0.3816457,0.2053175,-0.06091238,0.1481957,-0.02539746,0.9867536,0.4350061,-0.3778458,0.3062181,-0.002751136,0.3581843,-0.0369177,0.9329167,0.01797137,0.04587567,-0.07661819,0.6307141,-0.4730439,0.6151659,0.5011685,3.754874,3.635453
9861,0.06282058,-0.3812213,0.2050419,-0.06337555,0.1487874,-0.02629698,0.9864858,0.4351508,-0.3774064,0.306469,-0.003174391,0.3579639,-0.03712917,0.9329916,0.01777399,0.04685199,-0.07635975,0.6296438,-0.4420389,0.6388665,0.4998844,3.770106,3.622777
9884,0.06265059,-0.3810734,0.2048368,-0.06470809,0.1487566,-0.02772587,0.9863649,0.4354254,-0.3767451,0.3068228,-0.00392633,0.3587548,-0.03660954,0.9327054,0.01755488,0.0480485,-0.07584953,0.6279681,-0.4278534,0.6500751,0.4957362,3.770839,3.621991
9908,0.06248918,-0.3812819,0.2047005,-0.06456523,0.148171,-0.0277785,0.9864609,0.4358195,-0.3758891,0.3071117,-0.004488864,0.3591629,-0.03412489,0.93264,0.01732585,0.04962671,-0.07503891,0.6272483,-0.4174341,0.6575016,0.4884341,3.753905,3.62458
9929,0.06236616,-0.3814662,0.2046204,-0.06403634,0.1482115,-0.02694573,0.9865124,0.4358872,-0.3748927,0.3075809,-0.005295355,0.3583355,-0.03331447,0.9329833,0.01693612,0.05116582,-0.07432556,0.6258761,-0.4090991,0.6640158,0.4812208,3.732767,3.639925
9952,0.0621151,-0.3819257,0.2046747,-0.06342656,0.148726,-0.02726254,0.9864656,0.4357266,-0.3738059,0.3081799,-0.006868317,0.3579731,-0.03452053,0.9330683,0.01625443,0.05275774,-0.07359791,0.6248131,-0.4021161,0.6692618,0.4833508,3.72275,3.654446
9975,0.06189862,-0.3825185,0.2047749,-0.06262864,0.1487342,-0.02764544,0.9865047,0.4355825,-0.3728405,0.3087797,-0.008001985,0.3570797,-0.03346406,0.93344,0.01537749,0.05435061,-0.07292271,0.6221157,-0.398737,0.6737811,0.4868397,3.731619,3.648818
10008,0.06178108,-0.3836483,0.2049236,-0.0610624,0.1478281,-0.02868341,0.9867095,0.4356922,-0.3714859,0.3096352,-0.009618225,0.3543334,-0.03154045,0.9345376,0.01407382,0.0565778,-0.07207394,0.6162812,-0.4088254,0.6730968,0.4916013,3.70487,3.640018
10030,0.06181005,-0.3841989,0.2049446,-0.06045334,0.1473487,-0.02950109,0.9867945,0.4359602,-0.370651,0.3099909,-0.01077076,0.3539288,-0.02932641,0.9347504,0.01314229,0.05792868,-0.0715847,0.6100506,-0.4139913,0.6756105,0.500827,3.749462,3.700869
10053,0.06182042,-0.3846941,0.2048435,-0.0596417,0.1476493,-0.02968446,0.9867935,0.4362537,-0.3697895,0.3102398,-0.01091991,0.3536434,-0.02630243,0.9349467,0.01199755,0.05926526,-0.07116222,0.5110977,-0.4142008,0.753138,0.7025782,4.112318,3.621438
10075,0.06159499,-0.3849659,0.2048178,-0.05914006,0.1478421,-0.02877924,0.9868217,0.4365279,-0.3688686,0.3106413,-0.01118904,0.3534876,-0.02451521,0.935051,0.0107522,0.06039178,-0.07067108,0.3731425,-0.4300674,0.8220747,0.6102168,3.835055,3.64714
10107,0.0613772,-0.3849677,0.2051678,-0.05919437,0.1472643,-0.02933471,0.9868884,0.4372684,-0.3677713,0.311245,-0.01207568,0.3540961,-0.02318776,0.9348435,0.008807659,0.06155992,-0.06975174,0.2306859,-0.4893771,0.8410077,0.5896804,3.951633,3.548597
10129,0.06116787,-0.3847072,0.2051201,-0.06009674,0.1469646,-0.02947518,0.9868744,0.4374532,-0.3671913,0.3116627,-0.01185121,0.353646,-0.02070694,0.935075,0.007046312,0.06192958,-0.06914234,0.2187335,-0.5082295,0.8329816,0.5323209,3.83423,3.563472
10151,0.06103566,-0.3842232,0.2050486,-0.06200521,0.146863,-0.03106857,0.9867225,0.4375776,-0.3663254,0.3120975,-0.01230544,0.3528473,-0.01955593,0.9353956,0.005014926,0.06191635,-0.06864929,0.2065272,-0.5219887,0.8275715,0.5581771,3.90868,3.563261
10174,0.06105211,-0.3833432,0.2047396,-0.06702287,0.1465089,-0.03788202,0.986209,0.4378332,-0.3654833,0.3127327,-0.01285048,0.3524303,-0.0185663,0.9355657,0.002705306,0.06163454,-0.06796551,0.2050394,-0.5265239,0.8250645,0.5424715,3.764406,3.549609
10208,0.06152776,-0.3812993,0.2037172,-0.07940295,0.1462296,-0.05055445,0.9847621,0.4380447,-0.3640928,0.3137245,-0.01294778,0.3513844,-0.01695459,0.9359882,-0.0008518994,0.06070364,-0.06693268,0.1865146,-0.5368457,0.8228055,0.5819024,3.952322,3.513932
10242,0.06195489,-0.3792536,0.2026243,-0.08550699,0.1480443,-0.05378645,0.9838082,0.4384626,-0.3626568,0.314724,-0.01343382,0.3515335,-0.01576561,0.9359462,-0.004511535,0.05921686,-0.06596661,0.1814398,-0.5428795,0.8199765,0.7405508,3.760327,3.488457
10261,0.06238618,-0.3785118,0.2017641,-0.08721751,0.1502226,-0.05491919,0.9832651,0.4386601,-0.36159,0.3152847,-0.01403608,0.3513038,-0.01466355,0.9360415,-0.006701261,0.05827832,-0.06539631,0.188793,-0.5377786,0.8216761,0.7019578,3.884581,3.461435
10281,0.063054,-0.3779509,0.2006826,-0.08909052,0.1532111,-0.058645,0.9824205,0.4385723,-0.3605466,0.3156919,-0.01538588,0.3503334,-0.01386272,0.9363961,-0.0089553,0.05712092,-0.06479168,0.1927194,-0.5317044,0.8247119,0.7796805,3.88355,3.481725
10303,0.06383291,-0.3777244,0.1996298,-0.0908471,0.1568383,-0.06395847,0.9813551,0.4385246,-0.3588724,0.3163271,-0.01727833,0.3495733,-0.01315859,0.9366573,-0.01129732,0.05600941,-0.06404972,0.2082987,-0.5377824,0.8169466,0.6199254,3.669913,3.467006
10326,0.06451073,-0.3778715,0.1987238,-0.09188489,0.1599463,-0.06810674,0.9804774,0.4386064,-0.3575619,0.3171272,-0.01850103,0.34855,-0.01168344,0.9370348,-0.01340821,0.05515718,-0.06320477,0.2125285,-0.5430859,0.8123357,0.6301762,3.638713,3.465357
10359,0.06464401,-0.3786918,0.1978006,-0.08971947,0.1623749,-0.06511105,0.9804822,0.438523,-0.3555948,0.3182163,-0.02020841,0.346713,-0.01028803,0.9376971,-0.01629472,0.05430603,-0.06195545,0.2194236,-0.5415197,0.8115478,0.6846818,3.603036,3.463032
10395,0.06408039,-0.3810734,0.1969967,-0.08333913,0.1635788,-0.06625213,0.9807687,0.4387724,-0.3533862,0.3192005,-0.02194528,0.3455463,-0.008293197,0.9381084,-0.01842579,0.05446672,-0.06106949,0.233573,-0.5261458,0.8176884,0.7251188,3.706398,3.48553
10417,0.06335536,-0.3825489,0.196969,-0.08032974,0.1634886,-0.06815695,0.9809043,0.4387459,-0.352108,0.3199387,-0.02384309,0.3443176,-0.006571128,0.9385275,-0.01941171,0.05491662,-0.06075668,0.2408335,-0.5208629,0.8189633,0.7368675,3.700824,3.461551
10439,0.06248561,-0.3840877,0.1969662,-0.07739433,0.1631868,-0.07139624,0.9809601,0.4387564,-0.3507342,0.3206844,-0.0258776,0.3424784,-0.004364348,0.9391592,-0.02018434,0.05540299,-0.06056976,0.2500173,-0.516234,0.8191422,0.7131076,3.666075,3.453904
10462,0.0614225,-0.3851736,0.1973114,-0.07540803,0.1624205,-0.07185395,0.9812086,0.4388041,-0.3497057,0.3214531,-0.02664581,0.3408745,-0.001830183,0.9397294,-0.02077708,0.05596173,-0.06050777,0.258896,-0.5129817,0.818427,0.6898531,3.632315,3.439872
10484,0.06024936,-0.3859226,0.1976128,-0.07396165,0.1626609,-0.06914391,0.9814735,0.4388386,-0.3490504,0.3220978,-0.02634823,0.3403809,0.001027111,0.9399179,-0.02115425,0.05644786,-0.06066227,0.2681722,-0.5095209,0.8176015,0.6705631,3.617513,3.441175
10507,0.05926219,-0.3866529,0.1978559,-0.07252485,0.1624542,-0.07028274,0.9815341,0.4393195,-0.3481805,0.3226681,-0.02640017,0.3406884,0.00333681,0.9397996,-0.02129406,0.05690777,-0.0609169,0.2772187,-0.5067965,0.8162764,0.6523309,3.627584,3.457074
10529,0.05810323,-0.3870443,0.1983604,-0.07199116,0.160729,-0.07207233,0.9817276,0.4396466,-0.3471204,0.323348,-0.02618575,0.3404196,0.007056285,0.9398825,-0.0212684,0.05738258,-0.061203,0.2844866,-0.504991,0.8148935,0.6374623,3.636551,3.469983
10551,0.0568848,-0.386803,0.1989746,-0.07240558,0.1582187,-0.0715908,0.9821401,0.4397778,-0.3458035,0.3241434,-0.02715631,0.3389651,0.01310922,0.9403156,-0.02102917,0.05779374,-0.06164932,0.3092031,-0.5034888,0.806779,0.7075266,3.835158,3.509942
10585,0.055455,-0.3857816,0.1997528,-0.07410808,0.1552899,-0.06990695,0.9826017,0.4399265,-0.3430941,0.3253479,-0.0308785,0.3363788,0.02134814,0.9409783,-0.02013871,0.05836701,-0.06246948,0.5504437,-0.4745972,0.6868547,0.7884928,3.716532,3.8325
10607,0.05470458,-0.3848897,0.2000656,-0.07579879,0.1540491,-0.06950132,0.9826968,0.4400467,-0.3412679,0.3259945,-0.03310442,0.3357981,0.02361345,0.9410559,-0.01929832,0.05878353,-0.0630827,0.6423919,-0.4736314,0.6024998,0.6801819,3.589938,3.581072
10629,0.05426779,-0.3837577,0.2001696,-0.07829546,0.1537468,-0.06844721,0.9826224,0.4400193,-0.3392467,0.3265619,-0.03556583,0.3350627,0.02385022,0.9412222,-0.01844841,0.0591557,-0.06364441,0.6591558,-0.4793961,0.5793903,0.5950195,3.587734,3.581889
10652,0.05383554,-0.3828313,0.2001991,-0.08048992,0.1534614,-0.06739167,0.9825627,0.4402479,-0.3371211,0.3271456,-0.03933479,0.3338296,0.02492411,0.9414825,-0.01760194,0.05949903,-0.06416798,0.6578921,-0.4824181,0.5783171,0.5355402,3.569551,3.647097
10674,0.05354527,-0.3820795,0.2001286,-0.08223838,0.1531008,-0.06662281,0.9825266,0.4402522,-0.3349143,0.3276405,-0.04234532,0.3316908,0.02924316,0.9419835,-0.01671895,0.05980933,-0.0646677,0.6631182,-0.4792485,0.5749741,0.5579376,3.552821,3.608916
10706,0.05340853,-0.3816251,0.199954,-0.08350461,0.1525776,-0.0655547,0.982573,0.4400596,-0.3318239,0.3281689,-0.04664946,0.3282229,0.03810376,0.942678,-0.01550364,0.06020761,-0.06529522,0.6661144,-0.4790837,0.5716382,0.5522909,3.554446,3.51778
10727,0.05354419,-0.3816116,0.1998034,-0.0832388,0.1527278,-0.0646503,0.9826322,0.4403426,-0.3297594,0.3284159,-0.04986939,0.3267547,0.04221346,0.9428481,-0.01465955,0.06038272,-0.06569481,0.6659193,-0.4798706,0.5712054,0.5119823,3.551135,3.530036
10749,0.05373529,-0.3819993,0.1995087,-0.081755,0.1537661,-0.06267839,0.9827225,0.4407655,-0.3277074,0.328474,-0.05287822,0.3251232,0.04772688,0.9429852,-0.01385516,0.06052625,-0.06617165,0.657396,-0.4832884,0.5781547,0.4708983,3.571707,3.538584
10783,0.05408195,-0.3823638,0.1988611,-0.08112709,0.1551348,-0.06168628,0.9826222,0.4412667,-0.3250643,0.3286743,-0.05699272,0.3215962,0.05423553,0.9436028,-0.01286617,0.06072867,-0.06701374,0.6479738,-0.4868858,0.5857237,0.4825324,3.606922,3.554277
10806,0.05415395,-0.3824071,0.1987,-0.08154365,0.1559355,-0.06179718,0.982454,0.4422187,-0.3234192,0.3286953,-0.05904417,0.3212371,0.05635748,0.9434747,-0.01227507,0.06090426,-0.06755257,0.6482916,-0.4871731,0.5851327,0.4919521,3.613142,3.607953
10828,0.05413333,-0.382491,0.198411,-0.08185518,0.1559909,-0.06178154,0.9824203,0.4434623,-0.3223689,0.328598,-0.05934602,0.3224973,0.05922726,0.9428498,-0.01177093,0.06106973,-0.06809711,0.6483535,-0.4868318,0.5853482,0.4973111,3.594594,3.611348
10864,0.05383733,-0.3823724,0.1981783,-0.08141812,0.155285,-0.06084129,0.9826271,0.4454712,-0.3211447,0.3283272,-0.05938185,0.3230692,0.0653117,0.9422497,-0.01107764,0.06133866,-0.06900978,0.6545312,-0.4923491,0.5737433,0.4684454,3.576418,3.546157
10883,0.05367962,-0.3818328,0.1982002,-0.08173063,0.1543327,-0.05895973,0.9828659,0.4469039,-0.3204606,0.3281393,-0.06017995,0.3237196,0.06819403,0.9417715,-0.01063129,0.06154633,-0.06960011,0.6561199,-0.4960447,0.5687233,0.4657737,3.596932,3.546721
10902,0.05357018,-0.3814764,0.1983023,-0.08224582,0.153881,-0.05749188,0.9829807,0.4480123,-0.3198115,0.3279982,-0.06050652,0.324685,0.07179065,0.9411508,-0.01036271,0.06175673,-0.07018375,0.6584635,-0.4962337,0.5658427,0.4615582,3.603691,3.565142
10925,0.05362371,-0.3809472,0.1983519,-0.08346241,0.1536791,-0.0569974,0.9829385,0.4492988,-0.3195701,0.3276567,-0.05964979,0.3265502,0.07573254,0.9402508,-0.01008347,0.06204045,-0.07088375,0.6609458,-0.4954959,0.5635908,0.4611687,3.595915,3.566415
10958,0.05351725,-0.3800309,0.1986675,-0.08635833,0.1528347,-0.05666883,0.982839,0.4506699,-0.3188527,0.3277016,-0.05943678,0.3258661,0.08055767,0.9401006,-0.009756237,0.06249058,-0.07196236,0.6623433,-0.4938208,0.5634203,0.4748271,3.579838,3.570782
10980,0.05371502,-0.3795575,0.1988392,-0.08812714,0.152009,-0.05717066,0.982781,0.4516715,-0.3181111,0.3276215,-0.06148778,0.3258016,0.0833041,0.9397516,-0.009570599,0.06290841,-0.07258224,0.6623778,-0.4926496,0.5644041,0.4770626,3.579601,3.556522
11005,0.0536125,-0.3790379,0.1991596,-0.08891652,0.151138,-0.05636164,0.9828909,0.4524359,-0.3170059,0.3276148,-0.06389235,0.3253821,0.08926719,0.9391888,-0.009406775,0.06342387,-0.07336044,0.6631067,-0.4897201,0.5660952,0.4904704,3.56354,3.539751
11027,0.05363384,-0.3786229,0.1993713,-0.08937369,0.1506219,-0.05524737,0.9829919,0.4528791,-0.3160673,0.3277721,-0.06594663,0.3247614,0.09395022,0.9388048,-0.009296834,0.06391191,-0.07405376,0.6619346,-0.4883182,0.5686721,0.4949574,3.561373,3.536359
11051,0.05415741,-0.3784343,0.1990976,-0.09030411,0.1505762,-0.05311804,0.9830313,0.4535042,-0.3149734,0.3281393,-0.06807687,0.3244229,0.0984608,0.9383074,-0.009121418,0.0644387,-0.07470036,0.6616234,-0.4865181,0.570574,0.4940635,3.560289,3.530809
11074,0.05462077,-0.3782331,0.1989784,-0.0915401,0.1509117,-0.05242248,0.9829028,0.4540938,-0.3139695,0.3285284,-0.06826233,0.3238813,0.1039865,0.9378849,-0.008877009,0.06499028,-0.07534885,0.6612903,-0.484857,0.5723714,0.493819,3.559825,3.530644
11105,0.05576113,-0.378407,0.1986446,-0.09330464,0.1509533,-0.0523909,0.9827322,0.4549002,-0.3121734,0.3290091,-0.06937382,0.3235011,0.1109472,0.9371367,-0.00843966,0.06569064,-0.07609463,0.6605762,-0.4829532,0.5748003,0.4950829,3.558542,3.524199
11127,0.05638388,-0.3785257,0.1984463,-0.09326463,0.1512183,-0.05178623,0.9827273,0.4554745,-0.3105345,0.3294487,-0.07267522,0.3231094,0.1128832,0.9367903,-0.007995516,0.06624377,-0.07653141,0.6602615,-0.480989,0.5768053,0.494135,3.55195,3.517085
11160,0.05722848,-0.3792207,0.1979113,-0.09242933,0.1518172,-0.05038865,0.9827865,0.456186,-0.3084179,0.3305149,-0.07401384,0.3200776,0.1175831,0.9371481,-0.007450372,0.06716728,-0.07718658,0.6600313,-0.4776917,0.5798013,0.5014706,3.55036,3.51649
11182,0.0577437,-0.3796946,0.1975021,-0.09218297,0.1524118,-0.05049744,0.982712,0.4560019,-0.3073798,0.330966,-0.07568886,0.318518,0.115952,0.9377487,-0.007153094,0.06779778,-0.07772064,0.6686147,-0.4447824,0.5959219,0.494444,3.688958,3.511169
11206,0.05831411,-0.3802186,0.1971788,-0.0920777,0.1527621,-0.04975131,0.9827056,0.4563448,-0.3062705,0.3311844,-0.07538339,0.3193674,0.1162741,0.9374445,-0.006811768,0.06863689,-0.07818127,0.6888629,-0.3654343,0.6260396,0.4949601,3.622229,3.666604
11229,0.05875042,-0.3808193,0.197051,-0.09157539,0.1531923,-0.04915456,0.9827156,0.4570011,-0.3056588,0.3316431,-0.07420311,0.3201577,0.1129608,0.9376742,-0.006486803,0.06932378,-0.07851219,0.691824,-0.3438727,0.6349261,0.4862185,3.621563,3.649955
11250,0.05921105,-0.3817539,0.1970882,-0.0902077,0.1534994,-0.04820029,0.9828414,0.457579,-0.3052331,0.3320827,-0.07248216,0.3205139,0.1102697,0.9380074,-0.006205469,0.06997192,-0.07885647,0.6899252,-0.340488,0.6388044,0.4796366,3.620125,3.61804
11285,0.05970922,-0.3833236,0.1968355,-0.08848724,0.1529323,-0.04957709,0.9830177,0.457621,-0.3040367,0.3324471,-0.07205189,0.3212728,0.1104941,0.9377545,-0.005936682,0.07099128,-0.07942963,0.6884778,-0.3386669,0.6413292,0.4765609,3.614722,3.621863
11306,0.06019905,-0.3843768,0.1967573,-0.08817302,0.1519665,-0.0516975,0.9830865,0.4573349,-0.3026465,0.3326817,-0.07463609,0.3220941,0.1115553,0.9371448,-0.005705446,0.07165754,-0.07976151,0.6868064,-0.3381106,0.6434114,0.4747702,3.61741,3.5802
11329,0.06038168,-0.3847159,0.196806,-0.088165,0.1516831,-0.05196227,0.983117,0.4570741,-0.3014141,0.3331165,-0.0771802,0.3217327,0.1100797,0.9372373,-0.005356431,0.07224953,-0.080019,0.6851512,-0.3368755,0.6458195,0.4748991,3.63213,3.562751
11351,0.06060711,-0.3851745,0.1967421,-0.08790331,0.1520615,-0.05132713,0.9831154,0.4564854,-0.3003019,0.3335228,-0.07956967,0.3213292,0.1080826,0.9374083,-0.005129606,0.0728755,-0.08016777,0.6842453,-0.3362062,0.6471272,0.4814515,3.628548,3.559767
11385,0.06113186,-0.385873,0.1967459,-0.08723325,0.1520959,-0.05050848,0.9832122,0.4551391,-0.2991956,0.3343391,-0.08072415,0.3206106,0.1069294,0.9376879,-0.004786432,0.0737468,-0.08027363,0.6813453,-0.340115,0.6481438,0.4819741,3.597127,3.539594
11407,0.06111243,-0.3862509,0.1966419,-0.08678088,0.1516408,-0.05011051,0.9833428,0.4540385,-0.2986821,0.3350067,-0.08042122,0.319005,0.1057329,0.9383969,-0.004559487,0.0741595,-0.08032131,0.6799328,-0.3416796,0.6488038,0.4793451,3.580905,3.534303
11429,0.06149974,-0.3867537,0.196456,-0.08691779,0.1514926,-0.05084806,0.9833157,0.4530405,-0.2981735,0.3355827,-0.08113366,0.3179312,0.1047523,0.9388099,-0.004353523,0.07445371,-0.08028507,0.6778598,-0.3444548,0.6495051,0.4860655,3.559228,3.526655
11452,0.06192616,-0.3874565,0.1962175,-0.08694673,0.1516855,-0.05135611,0.983257,0.4520716,-0.2976375,0.3361578,-0.08247115,0.3167237,0.1053179,0.9390382,-0.004141867,0.07489419,-0.08016396,0.6761993,-0.3457721,0.6505352,0.4881023,3.541686,3.511188
11486,0.0618948,-0.388355,0.1961374,-0.08597172,0.1513919,-0.05062805,0.9834257,0.4507448,-0.2970202,0.336936,-0.08271901,0.3142395,0.1077731,0.9395723,-0.004003823,0.07617331,-0.07983303,0.6525767,-0.3281946,0.6829582,0.5931457,3.854386,3.525914
11505,0.06179503,-0.3888671,0.1960573,-0.08530413,0.1509235,-0.05024344,0.9835756,0.4501518,-0.2968218,0.3371592,-0.08196278,0.3141042,0.1101717,0.9394056,-0.004035264,0.07737982,-0.07958984,0.6107657,-0.2150546,0.7620476,0.9859196,3.903908,3.586075
11525,0.06164411,-0.3892542,0.1960258,-0.08501133,0.1503761,-0.05015834,0.9836891,0.4497804,-0.2963606,0.3374453,-0.0825678,0.3142309,0.1112251,0.9391861,-0.004089147,0.07918763,-0.07923126,0.5811883,-0.142409,0.8012116,0.3422943,2.416978,3.843986
11559,0.06111053,-0.3900393,0.1960945,-0.08427038,0.1496408,-0.04996555,0.9838748,0.44878,-0.2953621,0.3378143,-0.08534302,0.3138232,0.1098164,0.9392401,-0.004089147,0.07918763,-0.07923126,0.5811883,-0.142409,0.8012116,0.3422943,2.416978,3.843986
11580,0.0607256,-0.3906122,0.19627,-0.08353291,0.1495785,-0.04934118,0.9839787,0.4482621,-0.294809,0.338191,-0.08715932,0.3122237,0.1095177,0.9396412,-0.005648285,0.08637571,-0.07898712,0.4887366,-0.07776506,0.8689586,2,0,3.346403
11603,0.06063023,-0.3917038,0.1963463,-0.08221921,0.1493004,-0.04884496,0.9841563,0.4478935,-0.2942352,0.3383369,-0.08890405,0.3099017,0.1093851,0.9402617,-0.006855458,0.09001124,-0.07929325,0.4948795,0.004841462,0.8689481,0.396017,3.145549,3.318456
11625,0.06101647,-0.3934591,0.1966448,-0.07975919,0.1486954,-0.0502242,0.9843809,0.4477591,-0.2940538,0.3384418,-0.08983044,0.3097936,0.1101539,0.9401194,-0.008123487,0.09359443,-0.07966042,0.467445,0.06119166,0.8819018,0.5923598,3.712382,3.423464
11660,0.06087533,-0.3953129,0.1975155,-0.07609792,0.1471977,-0.05094372,0.9848588,0.4480528,-0.2940491,0.3384495,-0.08976135,0.3113956,0.1109611,0.9395016,-0.009986371,0.09905303,-0.08033752,0.4468529,0.08276515,0.8907707,0.7678947,3.622512,3.454327
