Timestamp,Lx,Ly,Lz,LqX,LqY,LqZ,LqW,Rx,Ry,Rz,RqX,RqY,RqZ,RqWGx,Gy,Gz,Glx,Gly,Glz,Gf,Lpd,Rpd
2332,-0.09354565,-0.4351884,0.1833582,-0.02129743,-0.03257264,-0.05524409,0.9977142,0.1659681,-0.4181321,0.4165583,-0.02615906,0.06982627,0.1098131,0.9911514,0.002414286,0.04206002,-0.06398773,0.2239929,-0.6331094,0.7409451,0.3926622,3.532105,3.786744
2355,-0.0920485,-0.4354137,0.1838818,-0.01971894,-0.03037326,-0.05421729,0.9978724,0.1668757,-0.4177288,0.4147339,-0.02642122,0.0699354,0.1079772,0.9913384,0.001676351,0.04148829,-0.06455135,0.2284409,-0.6436513,0.7304298,0.4173619,3.73951,3.610146
2376,-0.09046683,-0.4352738,0.1847382,-0.01828844,-0.02804451,-0.05220194,0.9980752,0.1678282,-0.4171066,0.4128313,-0.02707324,0.07178611,0.1060347,0.9913983,0.0009226501,0.04079461,-0.06504536,0.2390554,-0.647859,0.7232782,0.4730245,4.192997,3.614337
2410,-0.08845147,-0.4341443,0.1864872,-0.0158604,-0.02847398,-0.04517361,0.9984474,0.1693355,-0.4150478,0.4097347,-0.03235716,0.07530348,0.1008144,0.9915235,-0.0001307726,0.03973877,-0.06565857,0.2474709,-0.6552066,0.7137664,0.4364459,3.756119,3.609727
2443,-0.08599898,-0.4317476,0.189662,-0.01375414,-0.02548452,-0.04310067,0.998651,0.1691991,-0.4126559,0.405879,-0.03924034,0.07185577,0.0982694,0.9917863,-0.0014157,0.03857875,-0.06631088,0.2472043,-0.6589918,0.7103659,0.441223,3.866329,3.628201
2463,-0.0844824,-0.4306221,0.1918507,-0.01036904,-0.02242729,-0.04668979,0.9986038,0.1688241,-0.41132,0.4033813,-0.04261846,0.06927872,0.09922241,0.9917354,-0.002073407,0.03781331,-0.06681252,0.2469963,-0.6580812,0.711282,0.4506409,4.067654,3.628024
2482,-0.08364877,-0.4292411,0.1944599,-0.008135847,-0.02148387,-0.04494772,0.9987252,0.1684529,-0.4097517,0.4007883,-0.04704568,0.06744973,0.09862088,0.9917213,-0.002735347,0.03708959,-0.06723499,0.247053,-0.6533145,0.715643,0.4570657,4.015409,3.630768
2505,-0.08347067,-0.4272552,0.1973276,-0.007206882,-0.02307755,-0.04096956,0.9988679,0.1684228,-0.4085678,0.3980303,-0.052098,0.0672167,0.09648601,0.9916946,-0.003393888,0.03632438,-0.06772518,0.2475189,-0.6505559,0.7179912,0.4667889,4.001399,3.62519
2527,-0.08314571,-0.425247,0.2001219,-0.0033034,-0.02396699,-0.04027126,0.9988959,0.1680578,-0.4080584,0.395277,-0.05398543,0.06389395,0.09952445,0.991513,-0.004060149,0.03560066,-0.06814194,0.2485178,-0.6494909,0.71861,0.4797554,4.011744,3.621274
2559,-0.08287618,-0.4216846,0.2037888,-0.002723058,-0.02727874,-0.03299814,0.9990794,0.1679987,-0.4077082,0.3914566,-0.05575778,0.05949823,0.1054999,0.9910706,-0.004831642,0.03457344,-0.06867886,0.2517817,-0.6448519,0.7216454,0.5006086,4.088555,3.643026
2598,-0.08256885,-0.4164397,0.2062521,-0.01453638,-0.02816108,-0.01734248,0.9993473,0.1708058,-0.4068893,0.3881741,-0.05903121,0.06476501,0.09958591,0.9911627,-0.00543198,0.03368044,-0.06942081,0.2538569,-0.6396902,0.725502,0.5108127,4.150177,3.668792
2620,-0.08167621,-0.4129888,0.207345,-0.02341259,-0.02621553,-0.01149399,0.999316,0.1730894,-0.4073592,0.3862305,-0.05738298,0.06925454,0.09377435,0.9915228,-0.005706787,0.03315389,-0.07004166,0.2561784,-0.6349078,0.728879,0.5166002,4.210612,3.674849
2642,-0.08024248,-0.409898,0.2079554,-0.03290153,-0.02394483,-0.005388113,0.9991572,0.1750502,-0.4073477,0.3842573,-0.05625383,0.07188565,0.08990902,0.9917582,-0.005952001,0.03286147,-0.07052326,0.2575474,-0.6331173,0.7299534,0.5286523,4.221809,3.691658
2666,-0.07864878,-0.4076053,0.2082767,-0.03833069,-0.02275737,-0.003208312,0.9990008,0.1768505,-0.4072971,0.3822641,-0.05675716,0.07466511,0.0858809,0.9918812,-0.00601989,0.03270555,-0.07109737,0.2601916,-0.6288397,0.732708,0.5423516,4.251023,3.701938
2687,-0.07731447,-0.4060658,0.2085848,-0.04000729,-0.02218934,-0.0002297395,0.998953,0.1784579,-0.4067146,0.3806515,-0.05904143,0.07714756,0.08368345,0.9917457,-0.005989045,0.03271806,-0.07153511,0.2671454,-0.6306099,0.7286732,0.4955402,3.901123,3.712248
2709,-0.07526216,-0.4044795,0.2089272,-0.04121508,-0.01908638,-0.00217819,0.9989656,0.1795591,-0.4057482,0.3791933,-0.06361849,0.07671338,0.0845203,0.9914253,-0.005984813,0.03271139,-0.07197952,0.2743705,-0.631317,0.7253687,0.4547538,3.899246,3.709659
2732,-0.07222173,-0.4033564,0.209053,-0.04312988,-0.01390987,-0.009369869,0.9989287,0.1803302,-0.404543,0.3777084,-0.06879714,0.07364227,0.08843054,0.9909712,-0.005857497,0.03272808,-0.07248592,0.2792706,-0.6310781,0.7237047,0.4412221,3.909379,3.710276
2754,-0.0690318,-0.4025093,0.2090559,-0.04367635,-0.009105599,-0.01752924,0.9988505,0.1812669,-0.4034278,0.3763018,-0.07282456,0.07119999,0.09393557,0.9903551,-0.005683899,0.03281891,-0.07298946,0.2824826,-0.6305864,0.7228861,0.4442082,3.91813,3.716133
2776,-0.06585345,-0.4020461,0.208704,-0.04387175,-0.004324837,-0.02252471,0.9987739,0.1825766,-0.4021915,0.3750429,-0.07556494,0.07193441,0.09855948,0.9896472,-0.005532354,0.03297448,-0.0733881,0.2862605,-0.6299879,0.7219212,0.4481342,3.941439,3.718737
2799,-0.06321284,-0.4017835,0.2078476,-0.04311764,0.0003783131,-0.01992835,0.9988712,0.1844834,-0.4013186,0.3739738,-0.07738726,0.07624605,0.1001978,0.9890188,-0.005325973,0.03294277,-0.07391548,0.2909814,-0.6280141,0.7217534,0.4549688,3.958477,3.720457
2832,-0.06065044,-0.4014558,0.2063961,-0.0421918,0.00142699,-0.005191014,0.999095,0.1874258,-0.4000728,0.3727083,-0.07891881,0.07935119,0.1003377,0.9886393,-0.004845738,0.03295147,-0.07480621,0.2968264,-0.6258777,0.7212289,0.464329,3.971611,3.730314
2855,-0.05935344,-0.4014668,0.205061,-0.04161226,0.0001199929,0.005220476,0.9991202,0.1890449,-0.3994224,0.3717651,-0.07988994,0.07937354,0.09937826,0.9886564,-0.004670858,0.03302765,-0.07538891,0.3001061,-0.624374,0.721175,0.4775348,4.065319,3.732026
2877,-0.05723426,-0.401437,0.2037792,-0.04180274,0.001332488,0.003402454,0.9991192,0.190221,-0.3990734,0.3708849,-0.08018165,0.07963535,0.1024755,0.9882955,-0.00443536,0.03305674,-0.07595253,0.3033782,-0.6232768,0.7207551,0.4876813,4.062532,3.733875
2911,-0.05443677,-0.4012771,0.2017241,-0.04160049,0.001473269,0.008048913,0.9991009,0.1923493,-0.3989809,0.3693914,-0.08030944,0.08044968,0.1059323,0.9878546,-0.004080057,0.03303027,-0.07682228,0.3065353,-0.6206952,0.7216464,0.5015621,4.046877,3.733921
2933,-0.05303404,-0.401724,0.1998796,-0.03987364,-0.0007130772,0.01737322,0.9990535,0.1934973,-0.3989125,0.3683958,-0.07991743,0.08044001,0.106091,0.9878701,-0.003924608,0.03314614,-0.07736015,0.3138194,-0.6199857,0.719121,0.497707,4.007524,3.726421
2954,-0.05137166,-0.40229,0.1980286,-0.03908145,-0.001906207,0.02215327,0.9989886,0.1946265,-0.3992209,0.3677206,-0.07893801,0.07967547,0.1062991,0.9879885,-0.003779143,0.03325355,-0.0777998,0.3251535,-0.6188254,0.7150736,0.4831133,4.006707,3.717194
2976,-0.0486401,-0.4032743,0.1959457,-0.03991299,-0.0003716112,0.02007914,0.9990014,0.1955611,-0.4000168,0.3668337,-0.07705475,0.07861586,0.1069587,0.9881508,-0.003739923,0.03335583,-0.07827282,0.3320654,-0.6174874,0.7130511,0.4729483,4.006732,3.716012
3010,-0.04421827,-0.4042722,0.1930485,-0.04331333,0.005460239,0.01593688,0.9989195,0.1969861,-0.4012288,0.3654356,-0.07308114,0.07899213,0.1074227,0.9883723,-0.003716826,0.03337646,-0.07888985,0.3369637,-0.6142337,0.7135631,0.4631434,3.980392,3.722142
3031,-0.04177985,-0.4045602,0.191577,-0.04720994,0.008638369,0.01786685,0.9986879,0.1983441,-0.4017203,0.3647947,-0.07294814,0.08125497,0.1067972,0.9882665,-0.003680408,0.03352416,-0.0790596,0.3386822,-0.6133899,0.7134754,0.4605888,3.977627,3.721796
3054,-0.03923187,-0.4049896,0.1901979,-0.05013213,0.01170055,0.01728795,0.9985244,0.1994857,-0.4023288,0.3642673,-0.07309677,0.08239406,0.1071025,0.9881281,-0.003653705,0.03359497,-0.07919693,0.3403614,-0.6122658,0.7136419,0.4607577,3.973814,3.7238
3087,-0.03585956,-0.4057047,0.1883945,-0.05309978,0.0177327,0.01143984,0.9983662,0.2010879,-0.4037875,0.3631287,-0.07133602,0.08101943,0.1090689,0.9881554,-0.003538311,0.03371036,-0.07944012,0.3428966,-0.6104977,0.713943,0.4622924,3.959902,3.727293
3106,-0.03403887,-0.4064069,0.1876583,-0.05159075,0.02048548,0.009602178,0.998412,0.2023899,-0.4043285,0.3624859,-0.0700175,0.0817241,0.1085621,0.9882475,-0.00350982,0.03384292,-0.07959938,0.3435933,-0.610298,0.7137787,0.4603722,3.955393,3.728919
3127,-0.03278741,-0.4073508,0.1874142,-0.04816911,0.02197047,0.009778223,0.9985497,0.2039391,-0.405089,0.3617163,-0.06853245,0.08455031,0.1089292,0.9880734,-0.003498524,0.03395081,-0.07969475,0.3438726,-0.6106618,0.7133329,0.4581904,3.953174,3.726851
3159,-0.03124091,-0.4082708,0.1873531,-0.04556313,0.02244685,0.008810695,0.9986704,0.2064771,-0.4059247,0.3606043,-0.06582871,0.08763924,0.110408,0.9878239,-0.003442258,0.03407454,-0.07988834,0.3443736,-0.610768,0.7130003,0.4619331,3.95351,3.722797
3182,-0.03075418,-0.4081299,0.187252,-0.04769747,0.02202932,0.006984431,0.9985945,0.2079481,-0.4065386,0.359664,-0.06473119,0.08835537,0.1099023,0.9878891,-0.003456265,0.0341934,-0.08005047,0.3446679,-0.6112489,0.7124457,0.4658833,3.956055,3.721289
3204,-0.03019032,-0.4076194,0.1873016,-0.05069934,0.02339124,0.001720848,0.9984385,0.2091135,-0.4067614,0.3587542,-0.06519894,0.08871581,0.1062695,0.9882234,-0.003451377,0.03436756,-0.08011055,0.345026,-0.6120539,0.7115806,0.468018,3.958937,3.720305
3229,-0.02940175,-0.4072245,0.1873808,-0.05301037,0.02565419,-0.002462789,0.9982614,0.2101654,-0.4073987,0.3581362,-0.06351268,0.08826771,0.1056055,0.9884444,-0.003557563,0.03457594,-0.08001804,0.3457193,-0.6125242,0.7108392,0.4699841,3.964613,3.719994
3252,-0.02871904,-0.4071159,0.1876984,-0.0530039,0.026644,-0.004374663,0.9982293,0.2109095,-0.4081024,0.3576555,-0.06136467,0.08830384,0.107003,0.9884266,-0.003712028,0.03474629,-0.08000183,0.3463079,-0.6126488,0.7104452,0.4729839,3.970381,3.720207
3274,-0.02812979,-0.4069953,0.1878729,-0.05300603,0.02742282,-0.006252861,0.998198,0.2117523,-0.4086555,0.3570251,-0.06044117,0.08906803,0.1084509,0.9882572,-0.003869414,0.03482008,-0.08000565,0.3471935,-0.612221,0.7103817,0.4755773,3.973508,3.723748
3308,-0.02745637,-0.4063475,0.1880627,-0.05434753,0.02833336,-0.002770043,0.9981162,0.21338,-0.4088117,0.3563728,-0.0593535,0.08945138,0.1091386,0.9882128,-0.003966182,0.03494668,-0.07981968,0.3477439,-0.6113991,0.7108201,0.4787541,3.976761,3.725864
3332,-0.02647051,-0.4064181,0.1880913,-0.05474418,0.02810031,-0.000223002,0.9981049,0.2143911,-0.4089833,0.3560371,-0.05840177,0.0895766,0.1093947,0.9882298,-0.004097641,0.03482139,-0.0798769,0.347891,-0.6112129,0.7109083,0.4806267,3.977645,3.724166
3354,-0.02614912,-0.4059861,0.1883469,-0.05512418,0.02925114,0.0002768213,0.9980509,0.2155472,-0.4088033,0.3557272,-0.058448,0.09087849,0.1087731,0.9881768,-0.004176646,0.0345974,-0.07993317,0.3479855,-0.6113123,0.7107767,0.4809528,3.977816,3.719509
3375,-0.02513286,-0.4061664,0.1886854,-0.05452213,0.03117219,0.0005513668,0.9980257,0.2167174,-0.4085507,0.3555946,-0.0585412,0.09240714,0.1093101,0.9879702,-0.004184663,0.03432846,-0.07988548,0.3478745,-0.6115295,0.7106441,0.4809225,3.977823,3.718488
3410,-0.0239521,-0.4066455,0.1893568,-0.05278295,0.03428987,0.004021144,0.998009,0.2180575,-0.4080024,0.3553658,-0.05906596,0.09305835,0.1088548,0.9879282,-0.004315943,0.03385377,-0.07992744,0.3478859,-0.611708,0.7104847,0.4793611,3.976491,3.715555
3432,-0.02265677,-0.4070923,0.1897087,-0.05217659,0.03578601,0.006259735,0.9979769,0.2187959,-0.4076216,0.3552437,-0.05982334,0.09282038,0.1067258,0.9881372,-0.004371524,0.0335772,-0.07992172,0.3497257,-0.612069,0.7092696,0.47966,3.983127,3.712483
3453,-0.02155861,-0.407212,0.190176,-0.05204012,0.03755665,0.007515172,0.9979103,0.2197069,-0.4069148,0.3552303,-0.06065536,0.09377133,0.10493,0.988189,-0.004362881,0.03352213,-0.07986069,0.3519626,-0.6120664,0.7081646,0.4755995,3.985136,3.711359
3475,-0.02041063,-0.4076602,0.1906195,-0.05211525,0.03936578,0.008333632,0.9978302,0.2205254,-0.4066997,0.3551064,-0.06054163,0.09511538,0.1058636,0.987968,-0.004379839,0.03344238,-0.0798111,0.3554496,-0.6122214,0.7062865,0.4666464,3.978381,3.708709
3509,-0.01817688,-0.4084764,0.1912575,-0.05186326,0.04034509,0.006434385,0.9978182,0.2216906,-0.4062649,0.3549843,-0.06034939,0.09604497,0.1063132,0.9878415,-0.004248351,0.03353143,-0.0796175,0.3587559,-0.6117917,0.7049859,0.4624916,3.971484,3.700641
3531,-0.01724717,-0.4083986,0.1918898,-0.05198693,0.04024002,0.00569933,0.9978204,0.2222947,-0.4058496,0.355094,-0.06045135,0.09659437,0.1052277,0.9878979,-0.00414291,0.03371155,-0.07927704,0.3608367,-0.6118969,0.7038317,0.4617423,3.974631,3.699405
3554,-0.01635823,-0.4080292,0.1922455,-0.05313276,0.04130386,0.006545582,0.9977114,0.2229055,-0.4059011,0.3549595,-0.06060281,0.09651104,0.1040219,0.9880245,-0.004070193,0.03373396,-0.07901764,0.3629058,-0.6115141,0.7031002,0.4616203,3.97573,3.697134
3583,-0.01493606,-0.4076743,0.1921453,-0.05593015,0.04477618,0.007770336,0.9973999,0.2237917,-0.4058645,0.3546534,-0.06048111,0.0965125,0.1042686,0.9880058,-0.004014879,0.03387904,-0.07862854,0.3655112,-0.6107047,0.7024539,0.4623925,3.976375,3.694551
3604,-0.01371142,-0.4076118,0.1922369,-0.05782457,0.04782783,0.005788422,0.9971637,0.2246129,-0.4060354,0.3546906,-0.05988055,0.09725346,0.1045645,0.9879385,-0.003893405,0.03397167,-0.07805443,0.3669742,-0.6105587,0.7018176,0.4627337,3.975081,3.693678
3626,-0.01280317,-0.4072579,0.192627,-0.05923354,0.04907683,0.004782644,0.9970256,0.2258624,-0.4061053,0.3546362,-0.05934179,0.0985522,0.1042719,0.9878732,-0.003719389,0.03397346,-0.0775032,0.3681749,-0.6107764,0.7009989,0.4630857,3.972873,3.694261
3659,-0.0108895,-0.4083563,0.1925468,-0.06036316,0.04922008,0.002964587,0.9969578,0.2276148,-0.4061867,0.3542976,-0.05917143,0.1008246,0.1030692,0.9877803,-0.0035519,0.03389251,-0.07687092,0.3697379,-0.6117015,0.6993677,0.463691,3.972925,3.693701
3683,-0.009651512,-0.4086756,0.1928978,-0.0605379,0.04907635,0.004482062,0.9969487,0.2288665,-0.4061085,0.3542042,-0.05924117,0.101815,0.1015219,0.9878348,-0.003480524,0.03381944,-0.07639885,0.3708138,-0.612149,0.6984058,0.4631722,3.974428,3.69486
3707,-0.008798569,-0.4091617,0.1931791,-0.06016161,0.05124488,0.004606629,0.9968618,0.2301234,-0.4061619,0.354126,-0.05921071,0.1035944,0.1000372,0.9878031,-0.00338158,0.03379154,-0.07563019,0.3718441,-0.6129286,0.6971732,0.4628772,3.971695,3.69556
3730,-0.007258266,-0.4096743,0.1934347,-0.05985985,0.05302966,0.004461111,0.9967873,0.2312125,-0.4063137,0.3539734,-0.05865882,0.1049536,0.09939655,0.9877572,-0.003369212,0.03369129,-0.07501411,0.3726891,-0.6135563,0.6961693,0.4625057,3.974505,3.707348
3752,-0.006955951,-0.4101083,0.1937075,-0.05883031,0.0541861,0.00332937,0.9967908,0.2323834,-0.4064432,0.3538361,-0.05834654,0.1063728,0.09827758,0.9877358,-0.00324145,0.03361428,-0.07442379,0.3734561,-0.614391,0.695021,0.4625452,3.975217,3.708548
3775,-0.006831378,-0.4105176,0.1940403,-0.05743733,0.0545167,0.003215785,0.9968544,0.233622,-0.4067065,0.3537617,-0.05798394,0.1082106,0.09835008,0.9875503,-0.003099144,0.03351033,-0.07371616,0.3740647,-0.6151899,0.6939862,0.4630682,3.98479,3.710889
3808,-0.006866783,-0.4109421,0.1944809,-0.05620395,0.05475986,0.005398076,0.9969019,0.2350129,-0.4074459,0.3536682,-0.05689391,0.1090234,0.1002921,0.987329,-0.002925366,0.03335929,-0.07256794,0.3757275,-0.6165042,0.6919187,0.4627399,3.997514,3.71255
3832,-0.006636351,-0.4111292,0.1946945,-0.05565009,0.05603005,0.00479203,0.9968655,0.2356979,-0.4078435,0.3535166,-0.05649152,0.1088884,0.1002471,0.9873716,-0.002875119,0.03329289,-0.07177544,0.3773613,-0.6173536,0.6902703,0.4618601,3.997218,3.712872
3854,-0.006485552,-0.4117891,0.1954956,-0.05470358,0.0574256,0.005914661,0.9968324,0.2364921,-0.4084464,0.3533783,-0.05567518,0.1087206,0.09983133,0.9874786,-0.002748698,0.03317666,-0.07107449,0.3786737,-0.6179234,0.6890406,0.4607339,3.997333,3.712944
3876,-0.005456775,-0.4126383,0.1957359,-0.05382504,0.05824376,0.00727085,0.9968238,0.2374744,-0.4088211,0.3533154,-0.05499248,0.1092341,0.09903236,0.9875406,-0.002654135,0.03314006,-0.07044983,0.3797356,-0.6188502,0.687623,0.4592658,3.997338,3.716927
3908,-0.003959984,-0.4135506,0.1962643,-0.05391175,0.05931146,0.006404812,0.9967621,0.2385074,-0.4094849,0.3531647,-0.05387679,0.1106265,0.09904779,0.9874455,-0.002685577,0.03311408,-0.06927013,0.3816262,-0.620077,0.6854676,0.4582632,4.000166,3.72138
3930,-0.003045648,-0.413923,0.1964636,-0.05452635,0.06023788,0.004084284,0.9966853,0.2390231,-0.4099395,0.3530769,-0.05301259,0.1108877,0.09987852,0.9873793,-0.002800226,0.03303742,-0.06851578,0.3832352,-0.6203001,0.6843673,0.4572949,3.997782,3.724025
3953,-0.002209753,-0.4142011,0.1966076,-0.05495184,0.06096853,0.002896124,0.9966217,0.2396096,-0.4102255,0.3530302,-0.05243651,0.1108443,0.100188,0.9873836,-0.002898782,0.03296435,-0.06790257,0.384381,-0.6202837,0.6837393,0.4567669,3.993942,3.723696
3977,-0.001671642,-0.4142585,0.1969957,-0.05505473,0.06187465,0.004849263,0.9965526,0.240333,-0.410435,0.3529377,-0.05244001,0.1114087,0.09992498,0.9873465,-0.003003091,0.03289044,-0.0673275,0.3855117,-0.620304,0.6830839,0.4560629,3.991856,3.719491
4009,-2.285838E-05,-0.4146568,0.197382,-0.05440804,0.06369781,0.006261678,0.9964653,0.2416996,-0.4104527,0.3529921,-0.05213975,0.113057,0.09978576,0.9871892,-0.003099054,0.03282571,-0.06648922,0.3866324,-0.6202108,0.6825349,0.4547433,3.981929,3.71812
4032,0.000764519,-0.4148724,0.1976986,-0.05425689,0.06518483,0.005506311,0.9963819,0.2426805,-0.4105769,0.3529034,-0.05182011,0.1143762,0.1001388,0.9870183,-0.003202528,0.03283286,-0.06595707,0.3879014,-0.6200802,0.6819333,0.4534596,3.974436,3.715482
4054,0.001002818,-0.4145825,0.198266,-0.05460944,0.06620505,0.005740025,0.996294,0.2435364,-0.4103969,0.3529949,-0.05162235,0.1155607,0.1001429,0.9868903,-0.003264278,0.03284979,-0.06550121,0.388862,-0.6194591,0.6819507,0.4526029,3.972058,3.713731
4075,0.001692683,-0.4144479,0.1987114,-0.05547173,0.06710141,0.005464236,0.996188,0.2442893,-0.4102753,0.3532562,-0.05123038,0.1163363,0.09958544,0.986876,-0.003278375,0.0329206,-0.0650053,0.3896511,-0.6191698,0.6817631,0.4514362,3.962053,3.711026
4108,0.00263527,-0.4145888,0.1992159,-0.05555048,0.06827588,0.006215527,0.9960994,0.2451088,-0.4101351,0.3532448,-0.0512111,0.1171822,0.09810694,0.9869249,-0.003419667,0.03304982,-0.06437874,0.3915004,-0.6184723,0.6813366,0.4499408,3.951289,3.709733
4131,0.003355652,-0.414986,0.1995468,-0.05450168,0.06886157,0.006943051,0.9961122,0.2453853,-0.4099991,0.3532562,-0.05135927,0.1176421,0.09800296,0.9868729,-0.003502309,0.03311551,-0.06406403,0.3937342,-0.6182674,0.6802344,0.4521301,3.97295,3.713631
4153,0.003957897,-0.4151717,0.199996,-0.0536455,0.06928062,0.007127231,0.9961283,0.245845,-0.409688,0.3533821,-0.0516894,0.1179704,0.09733137,0.9868829,-0.003485888,0.03320563,-0.06370831,0.3991753,-0.617488,0.6777667,0.4542297,4.003018,3.713169
4176,0.004481941,-0.4151473,0.2005329,-0.05351748,0.07014675,0.007620536,0.9960709,0.2463221,-0.4094247,0.3536949,-0.05159419,0.1181557,0.09774835,0.9868245,-0.003490567,0.03331637,-0.06331825,0.4047444,-0.6166987,0.6751775,0.4583093,4.018042,3.718168
4204,0.005152017,-0.4149702,0.2009773,-0.05456831,0.07172021,0.004017758,0.9959229,0.2467317,-0.4092447,0.3539057,-0.05158506,0.1183743,0.09832479,0.9867415,-0.003609061,0.0333972,-0.06293011,0.4088542,-0.6159788,0.673356,0.4620246,4.055088,3.720496
4227,0.005502731,-0.4148706,0.2013378,-0.05520249,0.07225261,0.004738355,0.9958463,0.2473077,-0.4088037,0.3540268,-0.05178888,0.1194243,0.09743204,0.9866928,-0.003607422,0.03342175,-0.06260204,0.4108262,-0.6153415,0.6727382,0.4647385,4.0684,3.716774
4260,0.006326586,-0.4149804,0.2017622,-0.05555375,0.07276627,0.004083312,0.9957923,0.2481872,-0.408435,0.3541861,-0.05162872,0.1199163,0.09742241,0.9866425,-0.003692001,0.0336082,-0.06215668,0.4126983,-0.6145922,0.6722772,0.4655683,4.072742,3.715955
4282,0.006544977,-0.4148233,0.2021904,-0.05587021,0.07327354,0.004342702,0.9957362,0.2485954,-0.408345,0.3543329,-0.05190063,0.1199743,0.09753481,0.9866101,-0.003722668,0.0335927,-0.06182671,0.4136016,-0.6144518,0.6718502,0.4652722,4.082694,3.716944
4306,0.007150561,-0.4147455,0.2024479,-0.05563257,0.07392779,0.006683498,0.9956883,0.2493605,-0.4079893,0.3544559,-0.05211182,0.1205818,0.09808428,0.9864704,-0.003697187,0.0335747,-0.06153011,0.4142933,-0.6137145,0.6720979,0.4654692,4.092093,3.721682
4330,0.008072525,-0.4151058,0.2026987,-0.05513662,0.07478227,0.008124921,0.9956413,0.2498006,-0.4079777,0.3546648,-0.0517587,0.1207706,0.09863662,0.9864109,-0.003762186,0.03356814,-0.06128788,0.4147931,-0.6137619,0.6717463,0.4660467,4.039614,3.721528
4353,0.008414298,-0.4150151,0.2028427,-0.05559982,0.07590688,0.007086272,0.9955384,0.2502901,-0.4076909,0.3546877,-0.05192992,0.1216322,0.09780215,0.9863791,-0.003838837,0.03356957,-0.06109619,0.4152056,-0.6142414,0.6710528,0.4661488,4.015652,3.721052
4375,0.008715063,-0.4149117,0.2030106,-0.05603162,0.07653944,0.006130308,0.9954721,0.2509028,-0.4073581,0.3547249,-0.05226953,0.1226985,0.09745174,0.9862638,-0.003819317,0.03360069,-0.06081104,0.4153795,-0.6151654,0.6700981,0.4659541,4.010198,3.719966
4408,0.008369356,-0.4148076,0.2031422,-0.05561786,0.07677922,0.006116473,0.9954769,0.2515687,-0.4070677,0.3545732,-0.05255638,0.1228679,0.09744866,0.9862278,-0.003831655,0.03354716,-0.06053638,0.4155045,-0.6161317,0.6691321,0.4652582,4.000327,3.721942
4430,0.00790897,-0.4148773,0.203371,-0.05395308,0.07672288,0.007587568,0.9955627,0.2519638,-0.4069498,0.3546438,-0.05252929,0.1229009,0.09789773,0.9861805,-0.003835887,0.03350472,-0.0602808,0.4155099,-0.6169612,0.668364,0.4645092,3.989985,3.726047
4453,0.00777331,-0.4150399,0.2035208,-0.05333882,0.07669692,0.00834803,0.9955918,0.2525777,-0.4068347,0.3546276,-0.05243944,0.1233468,0.09822057,0.9860976,-0.003773659,0.03342295,-0.06007957,0.4159204,-0.6173853,0.6677166,0.4623742,4.042721,3.732837
4476,0.007703215,-0.4151092,0.2035589,-0.05314125,0.07659417,0.008839206,0.995606,0.2532901,-0.4067571,0.3544445,-0.05242123,0.1243113,0.09715606,0.9860829,-0.003692061,0.0333637,-0.05991554,0.4163173,-0.6178395,0.6670491,0.4613547,4.053846,3.735765
4510,0.007598311,-0.4150847,0.2038012,-0.05292045,0.07697149,0.007834276,0.9955971,0.2539803,-0.4066883,0.3543005,-0.05237186,0.1253389,0.09678699,0.9859917,-0.00354293,0.0332514,-0.05970097,0.4167352,-0.6182197,0.6664354,0.4608455,4.087978,3.740521
4532,0.007494837,-0.4149563,0.2040291,-0.05281621,0.07717771,0.007566586,0.9955887,0.2542676,-0.4067891,0.3542414,-0.05218878,0.1258867,0.09688555,0.9859219,-0.003393829,0.03321528,-0.05948925,0.4168838,-0.6181831,0.6663765,0.4613392,4.084912,3.743903
